Interval,Street,Count,
1,78 ST, 3,
1,CENTER BLVD, 68,
1,W 160 ST, 3,
1,Roebling St, 1,
1,COLLEEN WAY, 1,
1,CLIFFORD DR, 1,
1,WILLOW LN, 1,
1,WILSON RD, 1,
1,EASTERN PKWY, 5,
1,S HOWELLS POINT RD, 1,
1,E VALLEY STREAM BLVD, 1,
1,W 61 ST, 36,
1,ARBOR CT, 1,
1,Patrician Street, 1,
1,MOUNTAIN WAY, 1,
1,LINDEN AVE, 1,
1,SUGAR MAPLE LN, 1,
1,Newark St., 1,
1,PEMBROOK DR, 1,
1,W 159 ST, 4,
1,CLIFTON PL, 8,
1,MOTT ST, 42,
1,Lee Court, 1,
1,central ave, 1,
1,CONNETQUOT AVE, 1,
1,leafwood terr, 1,
1,W 3RD ST, 1,
1,91 ST, 2,
1,HILARY CIR, 1,
1,ASHAROKEN AVE, 1,
1,KILBURN RD, 1,
1,W 48 St, 5,
1,LAKEVIEW DR, 3,
1,Hempstead Turnpike, 1,
1,HUDSON TER, 3,
1,26 ST, 1,
1,GEORGIA DR, 1,
1,ELDORADO DR, 1,
1,HUMBOLDT ST, 7,
1,E 90 St, 6,
1,OHIO ST, 1,
1,BRIDLE PATH, 1,
1,WALRAVEN DR, 1,
1,WOODPECKER LN, 2,
1,River Pl, 1,
1,SHIPMEN AVE, 1,
1,GRANT TER, 1,
1,W 135 St, 1,
1,Avenue A, 1,
1,E 90 ST, 72,
1,FOOTHILL AVE, 1,
1,E 2 ST, 64,
1,95 AVE, 1,
1,W 36 St, 3,
1,HACKENSACK AVE, 2,
1,W 147 ST, 7,
1,HUNT PL, 1,
1,SUMMIT WAY, 1,
1,Monroe Pl, 1,
1,FOX HOLLOW LN, 2,
1,E 89 ST, 127,
1,WILLOW PL, 2,
1,THORNALL ST, 1,
1,W 24 St, 2,
1,JUNIPER VALLEY RD, 1,
1,GARWOOD RD, 1,
1,PETER COOPER RD, 31,
1,Prospect Pl, 1,
1,SHELTER ROCK RD, 1,
1,COMMUNITY PL, 5,
1,E 2 St, 7,
1,14 ST, 2,
1,MOHAWK DR, 1,
1,BLEEKER AVE, 1,
1,River Dr S, 1,
1,WOODRUFF AVE, 3,
1,W 48 ST, 100,
1,E 89 St, 6,
1,S 2 ST, 9,
1,EVANS AVE, 1,
1,Forest Avenue, 1,
1,burtwood court, 1,
1,PARSONS BLVD, 5,
1,ROADS END, 1,
1,WEGMAN PKWY, 1,
1,Karen Lane, 1,
1,E 77 ST, 168,
1,RIDGE ST, 5,
1,Johnston Drive, 1,
1,LANCASTER AVE, 1,
1,W GATE DR, 2,
1,Colgate road, 1,
1,MINNESOTA AVE, 1,
1,ASPINWALL ST, 1,
1,WILLOW RD, 1,
1,Interlaken Avenue, 1,
1,164 ST, 1,
1,201 ST, 2,
1,W 135 ST, 14,
1,DEVONSHIRE DR, 1,
1,Great Neck Road, 1,
1,WILD TURKEY WAY, 2,
1,CENTRAL PK SOUTH, 12,
1,West 30th Street, 1,
1,SHADY LANE FARM RD, 4,
1,24 AVE, 3,
1,52 AVE, 1,
1,E 77 St, 8,
1,PURCHASE ST, 2,
1,LUDLOW MNR, 1,
1,GROVE ST, 28,
1,SHOREVIEW DR, 1,
1,W 36 ST, 46,
1,WALLACE DR, 1,
1,BRYANT DR, 1,
1,GARRISON AVE, 1,
1,BRUSH HOLLOW RD, 2,
1,HAVEN PLAZA, 3,
1,CORPORATE PARK DR, 1,
1,Gates Pl., 1,
1,W 2ND ST, 1,
1,PINEAPPLE ST, 1,
1,GIORDANO AVE, 1,
1,LORIMER ST, 5,
1,CEDAR ST, 12,
1,MOSSWOOD AVE, 1,
1,WEBSTER DR, 1,
1,ROCKRIDGE CT, 2,
1,Marlboro Road, 1,
1,HOWARD ST, 4,
1,RIDGEWOOD AVE, 1,
1,LAFAYETTE CT, 1,
1,E 99 ST, 2,
1,nina corner, 1,
1,FT HAMILTON PKWY, 2,
1,LAUREL ST, 1,
1,ARKANSAS DR, 1,
1,15 AVE, 1,
1,BAXTER ST, 5,
1,31 AVE, 11,
1,CHELSEA AVE, 1,
1,Eastchester Rd, 1,
1,Mercer Street, 1,
1,SERPENTINE RD, 2,
1,Bayberry Lane, 4,
1,WEYMAN AVE, 4,
1,E SHORE DR, 3,
1,ACADEMY ST, 1,
1,SWORD ST, 3,
1,Main Street, 1,
1,BAKER ST, 2,
1,WAYNE AVE, 1,
1,Jackson Ave, 2,
1,CANDLEWICK DR, 1,
1,Hobart Ave, 1,
1,LEGION PL, 1,
1,CREEK VIEW COURT, 1,
1,SHEPARD AVE, 1,
1,E 87 ST, 140,
1,Canterbury Green, 1,
1,KAPPOCK ST, 1,
1,45TH ST, 1,
1,1 PL, 5,
1,Paulis Pl, 1,
1,TOWNE ST, 2,
1,Un Plaza, 2,
1,US ROUTE 1, 1,
1,HERNING AVE, 1,
1,CHESTER ST, 1,
1,Ann St, 1,
1,E 87 St, 4,
1,MURRAY HILL PKWY, 2,
1,EAST MILL DRIVE, 1,
1,BRANDY RD, 1,
1,1 Pl, 1,
1,E 75 ST, 94,
1,Route 1 north, 1,
1,knollwood dr, 2,
1,Cypress Neck Road, 1,
1,1 AVE, 191,
1,Waverly Pl, 2,
1,ALDERTON ST, 1,
1,Orchid court, 1,
1,SCHERMERHORN ST, 6,
1,ROUND HILL CLUB RD, 1,
1,WICKHAM AVE, 1,
1,RONKONKOMA AVE, 2,
1,69 AVE, 3,
1,GEOFFREY LN, 5,
1,Middle line highway, 1,
1,Ludlow st, 1,
1,WOODBURY RD, 1,
1,E 63 St, 9,
1,GARDNER RD, 1,
1,kingston Rd, 1,
1,E 75 St, 9,
1,WASHINGTON AVE, 21,
1,1 ST, 1,
1,CEDAR PL, 2,
1,HORTON HWY, 1,
1,BAYCHESTER AVE, 1,
1,NJ RT 17 S, 1,
1,Waring Ave, 1,
1,E 63 ST, 138,
1,Court St, 1,
1,Oxford Ave, 1,
1,LINDEN BLVD, 12,
1,Court Sq, 1,
1,111 ST, 1,
1,NORTH BOUNDARY RD, 1,
1,north 11th street, 1,
1,OLD NORTH STONE BRID, 2,
1,E TREMONT AVE, 2,
1,WETHEROLE ST, 4,
1,SCHOFIELD ST, 1,
1,Candlewood Drive, 1,
1,ROCK AVE, 3,
1,HOE AVE, 1,
1,NORMAN ST, 1,
1,RICHBOURNE LN, 1,
1,GARDEN ST, 12,
1,CEDAR DR W, 1,
1,ACKERMAN RD, 1,
1,LADIK PL, 1,
1,GRANT AVE, 1,
1,RODERICK AVE, 2,
1,Village Road, 1,
1,44 DR, 3,
1,W MAIN ST, 1,
1,FOX MEADOW RD, 5,
1,WEBBER AVE, 1,
1,STOCKTON PL, 1,
1,WILMOT RD, 1,
1,CLEARMEADOW DR, 1,
1,NORGATE RD, 3,
1,48 Ave, 3,
1,WINSTON DR, 1,
1,CONVENT AVE, 4,
1,CHAMBERLAIN AVE, 1,
1,N MAIN ST, 1,
1,N 12 St, 1,
1,ASH DR, 1,
1,CARMITA AVE, 1,
1,METROPLEX RD, 1,
1,SAINT NICHOLAS AVE, 7,
1,NORTH DRIVE, 1,
1,W 119 ST, 21,
1,Garden Place, 1,
1,205 PL, 1,
1,WEAVER ST, 3,
1,LEWELEN CIR, 1,
1,76 AVE, 2,
1,W 78 ST, 27,
1,KENILWORTH RD, 1,
1,E 38 St, 7,
1,Milan hill road, 1,
1,W 172 ST, 7,
1,CUTTERMILL RD, 3,
1,BURNETT ST, 2,
1,W 120 ST, 11,
1,OLD DEPOT, 1,
1,CEDAR LA, 1,
1,W 246 ST, 3,
1,UNION TPKE, 4,
1,N AVALON RD, 2,
1,Old northern blvd, 1,
1,INTERNATIONAL WAY, 1,
1,BATTERY PL, 86,
1,32 ST, 11,
1,84 ST, 2,
1,LOCKWOOD AVE, 2,
1,SEAGIRT BLVD, 4,
1,CEDAR LN, 1,
1,Saint Nicholas Terra, 1,
1,W 66 St, 1,
1,GORDON LN, 1,
1,FRANKLIN ST, 26,
1,EARLEY ST, 1,
1,W 172 St, 1,
1,E 9 ST, 138,
1,E 102 ST, 12,
1,W 107 St, 5,
1,E 51 St, 3,
1,BARKER AVE, 2,
1,NEWPORT PKWY, 1,
1,New Pehle Avenue, 2,
1,W 54 St, 11,
1,PEARSON ST, 3,
1,W 184 ST, 5,
1,STATE ST, 11,
1,post road, 1,
1,E  8 ST, 12,
1,OLD TOWN LN, 1,
1,TIER ST, 1,
1,GREEN WAY, 1,
1,DARROW PL, 1,
1,PARK LANE, 3,
1,W 66 ST, 96,
1,WELLER LA, 1,
1,ELAINE DR, 2,
1,20 ST, 1,
1,E 9 St, 8,
1,160 ST, 2,
1,FOUR CORNERS RD, 1,
1,E 51 ST, 61,
1,PLANT LN, 1,
1,Castle Brooke Rd, 1,
1,Avondale Rd, 1,
1,W 119 St, 4,
1,EDGEWOOD TER, 1,
1,E 14 St, 15,
1,Duane St, 3,
1,13TH ST, 1,
1,105 AVE, 1,
1,COLONY DR, 1,
1,STATE RD, 2,
1,BAYVILLE AVE, 2,
1,96 ST, 2,
1,BENNETT ST, 1,
1,9 Ave, 8,
1,Larsen Rd, 1,
1,HAWTHORNE PL, 1,
1,RYDERS LN, 1,
1,RAMONA AVE, 4,
1,Hanover Sq, 1,
1,CLAUSLAND MOUNTAIN R, 1,
1,balmoral ct, 1,
1,FREDERICK DOUGLAS BL, 35,
1,TRYON AVE, 2,
1,20 RD, 1,
1,MARRIOTT PLZ, 1,
1,WATERSIDE PLAZA, 68,
1,LINWOOD RD, 1,
1,WOLKOW AVE, 1,
1,HALSTEAD AVE, 1,
1,PRIVADO RD, 1,
1,ERWIN PARK RD, 1,
1,HOBART ST, 2,
1,19 ST, 1,
1,W 42 St, 9,
1,Paddington Circle, 1,
1,OLINVILLE AVE, 2,
1,OCEAN PATHWAY, 1,
1,HAWTHORNE ST, 3,
1,Borden Ave, 2,
1,119 DR, 1,
1,E 26 ST, 22,
1,CITY ISLAND AVE, 5,
1,OCEAN PKWY, 11,
1,LEBANON RD, 1,
1,W 54 ST, 161,
1,CARLE RD, 1,
1,W 30 St, 1,
1,Greene Ave, 1,
1,BEACH 132ND ST, 1,
1,HAVEN AVE, 16,
1,LASALLE DR, 1,
1,Boulevard E, 1,
1,BASIN DR, 1,
1,PEACH ST, 1,
1,NICHOLS ST, 1,
1,68 DR, 6,
1,KEVIN RD, 1,
1,E 26 St, 1,
1,Central Park South, 5,
1,CENTRAL PARK AVE, 3,
1,W 3 ST, 12,
1,HUGUENOT AVE, 1,
1,JUNIPER BLVD S, 1,
1,DEAN ST, 13,
1,W CHESTER ST, 1,
1,CONSTITUTION WAY, 2,
1,BOX ST, 1,
1,MONTAUK HWY, 3,
1,Silverside Ave, 1,
1,W 107 ST, 20,
1,HILDRETH PL, 1,
1,TIANA ST, 1,
1,N 12 ST, 2,
1,WINDSOR PARK CT, 1,
1,BRIGHTON BEACH AVE, 1,
1,W 3 St, 1,
1,SYLVANIA AVE, 1,
1,FREEPORT ST, 1,
1,W 44TH ST, 1,
1,LEGION ST, 1,
1,E 38 ST, 94,
1,Anderson Hill Road, 1,
1,FIELDSTONE LN, 1,
1,W 42 ST, 181,
1,President St, 2,
1,HIMROD ST, 1,
1,THE GLN, 1,
1,DARREN DR, 2,
1,JAY AVE, 2,
1,LAurel hill lane, 1,
1,Old mill road, 2,
1,CIRCLE RD, 1,
1,230 St, 1,
1,AVALON COURT DR, 1,
1,RIVINGTON ST, 27,
1,STEWART RD, 1,
1,FAIRWAY LN, 1,
1,AZALEA RD, 1,
1,OCEAN AVE, 11,
1,Met Life Stadium Dr, 1,
1,ABINGDON RD, 2,
1,BRETTON RD, 2,
1,NORFELD BLVD, 1,
1,W 17 St, 7,
1,Ellsworth Terrace, 1,
1,ROUTE 9W S, 1,
1,23 St, 1,
1,47 RD, 2,
1,BUENA VISTA AVE, 1,
1,W 237 ST, 2,
1,W 87 ST, 66,
1,ELMHURST AVE, 2,
1,N OCEAN AVE, 1,
1,ROCKCREST RD, 1,
1,PEQUASH AVE, 1,
1,BAKER CT, 1,
1,GORDON DR, 1,
1,W 168 ST, 2,
1,Pebble Beach Road, 1,
1,WALTON ST, 1,
1,W 17 ST, 112,
1,35 ST, 12,
1,WESTMINSTER RD, 2,
1,ANGLER LN, 1,
1,SHERIDAN SQ, 21,
1,ABINGDON SQ, 3,
1,W 87 St, 1,
1,OLD BERGEN RD, 2,
1,WHITE ST, 12,
1,STERLING DR, 1,
1,BELMONT AVE, 6,
1,W 249 ST, 1,
1,W 30 ST, 60,
1,CANNON BLVD, 1,
1,11 St, 2,
1,YELLOWSTONE BLVD, 12,
1,W 99 ST, 22,
1,BUSHWICK AVE, 3,
1,FLEETWOOD AVE, 1,
1,175 PL, 1,
1,BEACH CHANNEL DR, 1,
1,W 181 ST, 10,
1,WOODLAND AVE, 3,
1,126 ST, 1,
1,12 Ave, 1,
1,Jeffrey Place, 1,
1,BARLOW LN, 1,
1,BAY SHORE RD, 1,
1,W 29 ST, 63,
1,19 AVE, 3,
1,RTE 106, 1,
1,TYRCONNELL AVE, 1,
1,W 99 St, 2,
1,MESEROLE ST, 5,
1,ELLERY ST, 1,
1,Saugatuck Ave, 1,
1,SHADY LN, 1,
1,W 156 ST, 1,
1,23 ST, 4,
1,118 AVE, 3,
1,BLAIR LN, 1,
1,GABRIELE DR, 1,
1,Park Ave S, 2,
1,Hotel Rd, 1,
1,JACKSON DR, 2,
1,WOODLEE RD, 1,
1,60 ST, 4,
1,HILLCREST DR, 1,
1,Warren St, 3,
1,Altessa Blvd, 1,
1,Jay St, 1,
1,84 PL, 2,
1,CUTHBERT RD, 1,
1,STONE DR, 1,
1,Harrison Street, 2,
1,E 14 ST, 152,
1,PILGRIM RD, 1,
1,MILL RD, 1,
1,CLOVERFIELD RD S, 1,
1,Passaic Avenue, 1,
1,MANHATTAN AVE, 31,
1,Clarks Hill Ave, 1,
1,Morton St, 1,
1,MORNINGSIDE AVE, 9,
1,S 5 ST, 3,
1,COOP CITY BLVD, 1,
1,Ave at Port Imperial, 4,
1,11 ST, 2,
1,PLAINVIEW RD, 1,
1,MIMOSA DR, 2,
1,THE MEWS, 1,
1,HEDDEN TER, 2,
1,WILKSHIRE CIR, 1,
1,BAY AVE, 4,
1,CHELSEA ST, 1,
1,VAN WAGENEN AVE, 1,
1,RIVER AVE, 1,
1,N TERRACE AVE, 1,
1,AVALON SQ, 1,
1,W 144 ST, 5,
1,N VAN DIEN AVE, 1,
1,5 AVE, 438,
1,BETHLYNN CT, 1,
1,RUDOLF RD, 1,
1,FOLEY SQ, 1,
1,254 ST, 1,
1,MILL ST, 2,
1,ELLEN CIR, 1,
1,TARA DR, 1,
1,BELGRADE AVE, 1,
1,W 132 ST, 7,
1,WOOTTON RD, 1,
1,New Street, 1,
1,BELLA VISTA RD E, 2,
1,CORNELIUS AVE, 1,
1,82 Ave, 1,
1,ESSEX AVE, 2,
1,72 ST, 2,
1,GARIT LN, 1,
1,Larch st, 1,
1,DEBS PL, 1,
1,PETRA DR, 1,
1,W 6 ST, 1,
1,BLOOMINGDALE RD, 1,
1,W 132 St, 1,
1,138 ST, 1,
1,Broome St, 1,
1,Oak Park Ave, 1,
1,CROPSEY AVE, 1,
1,Gossamer Ct, 1,
1,GARFIELD PL, 5,
1,.COMMUNITY DR, 1,
1,XX, 2,
1,CLAREMONT AVE, 28,
1,FORDHAM ST, 1,
1,RADCLIFFE RD, 2,
1,ATTORNEY ST, 8,
1,199 ST, 2,
1,E 91 St, 3,
1,MARCY AVE, 2,
1,FORDHAM AVE, 2,
1,BRIGHTON 2 ST, 3,
1,NAGLE AVE, 1,
1,E PUTNAM AVE, 5,
1,FAMS CT, 1,
1,COLONY RD, 1,
1,SPRINGMEADOW DR, 3,
1,Hamilton Terrace, 1,
1,PERRY AVE, 2,
1,WINDING BROOK RD, 1,
1,QUANTUCK BAY LN, 1,
1,RUTLAND RD, 3,
1,Berkeley Avenue, 1,
1,E 91 ST, 52,
1,Mercer St, 5,
1,COUNTRY CLUB DR, 2,
1,MCGUINNESS BLVD, 1,
1,VARET ST, 2,
1,JUENGST RD, 1,
1,POWERS ST, 3,
1,101 AVE, 1,
1,MIDLAND AVE, 3,
1,MACDONALD ST, 1,
1,LORDS HWY, 1,
1,OLD SHORT HILLS RD, 10,
1,72 AVE, 2,
1,SHORE FRONT PKWY, 1,
1,Woodlawn Avenue, 1,
1,FLATBUSH AVE, 5,
1,FIRE ISLAND AVE, 1,
1,BROOKDALE RD, 1,
1,E 78 St, 6,
1,S WILLIAM ST, 3,
1,Carroll St, 1,
1,OAK POINT AVE, 1,
1,West St, 3,
1,E 130 ST, 1,
1,US 1 South, 1,
1,Rutgers St, 1,
1,LOCUST LN, 1,
1,SULLIVAN DR, 2,
1,MARTINE AVE, 4,
1,UNIONPORT RD, 3,
1,Washington Blvd., 1,
1,Selmar Court, 2,
1,MARLIN CT, 1,
1,W 75, 1,
1,BLAIR DR, 1,
1,DEMOTT AVE, 1,
1,E 129 ST, 1,
1,TOMLINSON AVE, 3,
1,HICKSVILLE RD, 1,
1,PICKWICK DR S, 1,
1,Grand Central Pkwy, 1,
1,TIMES SQ, 8,
1,PICKWICK DR W, 1,
1,FOXDALE AVE, 1,
1,BALCOM RD, 1,
1,Larchmont Acres, 1,
1,HUNDT PL, 3,
1,DANIEL AVE, 1,
1,PARKWAY RD, 2,
1,CHARLTON ST, 21,
1,PEACH DR, 1,
1,Grand Street, 4,
1,KENSINGTON CIR, 1,
1,RENWICK ST, 3,
1,RT 17 SOUTH, 1,
1,E 66 ST, 125,
1,HANCOCK ST, 3,
1,BEDFORD RD, 6,
1,Lafetra, 1,
1,E 117 ST, 5,
1,E MAIN ST, 1,
1,3rd St, 2,
1,EUCLID AVE, 1,
1,E 54 St, 4,
1,SUGAR MAPLE ROW, 1,
1,Christopher St, 3,
1,E 78 ST, 84,
1,9 ST, 1,
1,CORP KENNEDY ST, 6,
1,ROOSEVELT AVE, 16,
1,VALLEY RD, 11,
1,Singer Court, 1,
1,PEMBERWICK RD, 1,
1,Broad Street, 1,
1,Beacon Way, 1,
1,VIRGINIA AVE, 3,
1,BARROW ST, 34,
1,ZOLA STREET, 1,
1,BRIGGS ST, 2,
1,SQUIRREL HL, 1,
1,47 St, 1,
1,NANCY PL, 1,
1,FAIRVIEW PLACE, 1,
1,39 Ave, 1,
1,DUNHAM RD, 1,
1,E 105 ST, 15,
1,DIVISION AVE, 1,
1,ROOSEVELT ST, 2,
1,LEXINGTON AVE, 305,
1,MARION ST, 1,
1,IRVINE TURNER BLVD, 1,
1,Columbus Ave, 4,
1,St. Pauls Avenue, 1,
1,BURTWOOD CT, 1,
1,PLUM TREE RD N, 1,
1,TALL TIMBERS DR, 2,
1,47 ST, 8,
1,W 70 St, 5,
1,VALLEY ST, 1,
1,DUNHAM PL, 2,
1,175 ST, 1,
1,STERLING PL, 9,
1,James Street, 1,
1,W CREEK FARMS RD, 2,
1,WYTHE AVE, 4,
1,BEDFORD ST, 19,
1,MIDDLESEX RD, 1,
1,W NORTHFIELD RD, 3,
1,E 105 St, 1,
1,US ROUTE 1 S, 1,
1,OVERLOOK TERR, 6,
1,E 66 St, 6,
1,OENOKE RDG, 1,
1,ASPEN LN, 1,
1,Colgate Road, 1,
1,IVY AVE, 1,
1,River Street, 5,
1,BROOKSIDE AVE, 6,
1,PITNEY AVE, 1,
1,SCHURZ AVE, 2,
1,W 23 St, 6,
1,HEARTHSTONE DR, 2,
1,BEACON WAY, 5,
1,ASTOR CT, 2,
1,CONGRESS ST, 1,
1,PATRICIAN ST, 1,
1,KIEL AVE, 3,
1,LOCKWOOD RD, 3,
1,Park Plaza Drive, 1,
1,KERMIT PL, 1,
1,SOUNDVIEW LOOP, 1,
1,Valley Rd, 1,
1,Marbourne Drive, 1,
1,FAIRACRES AVE, 1,
1,RIVERPOINTE RD., 1,
1,SAWMILL RD, 1,
1,STERLING ST, 1,
1,W 35 ST, 65,
1,W 128 ST, 5,
1,MARLIN LN, 1,
1,BRITTANY DR, 1,
1,DEER RUN, 4,
1,41 ST, 8,
1,W JUMPING BROOK RD, 1,
1,HILLCREST AVE, 2,
1,FRONTAGE RD, 2,
1,Sutton Pl S, 3,
1,ELM AVE, 2,
1,HARBOR RIDGE DR, 1,
1,S CARLL AVE, 1,
1,W 116 ST, 33,
1,LAWRENCE ST, 10,
1,NEILL AVE, 1,
1,CONCORD ST, 4,
1,US 1&9 SOUTH, 1,
1,W 23 ST, 212,
1,KETTLE HOLE RD, 1,
1,Mulberry St, 1,
1,CALVIN AVE, 1,
1,GREENE ST, 18,
1,LEFFERTS PL, 4,
1,ARDSLEY PL, 1,
1,E 1 ST, 24,
1,BANKS AVE, 3,
1,SAGAMORE DR, 1,
1,W 35 St, 2,
1,Nassau St, 1,
1,W 82 ST, 52,
1,Bennett Road, 1,
1,202 ST, 2,
1,RECTOR PL, 84,
1,47 AVE, 11,
1,28 St, 1,
1,53 St, 1,
1,HOYT ST, 5,
1,BROOME ST, 55,
1,READE ST, 36,
1,WILLIAMS AVE, 1,
1,Renaissance Square, 1,
1,AMHERST DR, 3,
1,Reville St, 1,
1,N 5 ST, 6,
1,BARNES AVE, 1,
1,W ALDER RD, 1,
1,77 RD, 1,
1,KELLY BLVD, 1,
1,SUNSET RD, 1,
1,JOHN F KENNEDY BLVD, 1,
1,LEFFERTS BLVD, 2,
1,146 AVE, 1,
1,LAGOON BLVD, 1,
1,SHADOW TREE LN, 1,
1,THAYER RD, 1,
1,HILDEN ST, 1,
1,MUNSON RD, 4,
1,ARCH ST, 1,
1,MT MORRIS PARK W, 1,
1,UNION SQ SOUTH, 6,
1,Paris Avenue, 2,
1,W 82 St, 3,
1,MONTAUK AVE, 1,
1,MARBOURNE DR, 1,
1,38 AVE, 1,
1,LAKEVILLE RD, 10,
1,CYPRESS ST, 1,
1,OVERHILL RD, 4,
1,W 94 ST, 60,
1,POPLAR ST, 5,
1,MAIN PKWY E, 1,
1,WHALERS CV, 1,
1,MUNSON ST, 1,
1,MALLARD RD, 1,
1,Sussex St., 1,
1,LIBERTY PLAZA, 2,
1,AZALEA DR, 1,
1,LENOX RD, 5,
1,BELLMORE AVE, 2,
1,MAIN PKWY W, 1,
1,WINTHROP RD, 1,
1,ARDSLEY RD, 5,
1,77 ST, 10,
1,1 Ave, 28,
1,ANGUS LN, 2,
1,THAYER ST, 4,
1,W 94 St, 5,
1,CARTER ST, 1,
1,GOOSE HILL RD, 1,
1,Richmondville Avenue, 1,
1,KNICKERBOCKER RD, 2,
1,214 ST, 2,
1,BROAD ST, 75,
1,Shelter Rock Rd, 1,
1,WHEELER AVE, 1,
1,28 RD, 1,
1,E 20 ST, 157,
1,BELMONT DR N, 1,
1,SHELDON AVE, 8,
1,12th  Street, 1,
1,28 ST, 9,
1,CATERINA CT, 1,
1,LEROY ST, 20,
1,E 19 St, 4,
1,MAPLE ST, 7,
1,BARBERIE AVE, 1,
1,Ludlow St, 3,
1,Valley Stream Road E, 1,
1,MERMAID LANE, 1,
1,178 PL, 2,
1,RITCH AVE, 1,
1,pembroke trail, 1,
1,LOCUST ST, 4,
1,S PORTLAND AVE, 1,
1,KETCHAM AVE, 1,
1,WYOMING AVE, 1,
1,9th St, 1,
1,E 94/95 ST, 1,
1,BALDWIN DR, 1,
1,SAUNDERS ST, 2,
1,BARUCH DR, 1,
1,RIGGER LANE, 2,
1,MCDONOUGH ST, 1,
1,E 19 ST, 61,
1,WOODPIONT RD, 1,
1,Pickwick Drive w, 1,
1,SHORE RD, 16,
1,LAGOON DR, 1,
1,LOCUST PL, 1,
1,FOXWOOD RD, 1,
1,LEE GRAY CT, 1,
1,NEVINS ST, 1,
1,UNIVERSITY PL, 30,
1,W 11 St, 10,
1,Jane St, 3,
1,NORMAN AVE, 3,
1,STONEHOUSE RD, 1,
1,226 ST, 2,
1,Myrtle Ave, 2,
1,MAYTIME DR, 1,
1,MARBLE HILL AVE, 1,
1,PEBBLE LN, 2,
1,LITTLE WEST ST, 20,
1,Winter Lane, 1,
1,ROUTE 17 SOUTH, 1,
1,NEPTUNE BLVD, 1,
1,W 104 ST, 21,
1,W 177 ST, 2,
1,GLENWOOD AVE, 2,
1,HENLEY PL, 1,
1,16 ST, 4,
1,CONCORD RD, 2,
1,W 11 ST, 101,
1,WEST BROADWAY, 22,
1,THE GLEN, 1,
1,CATTANO AVE, 1,
1,Harbor Boulevard, 2,
1,WOOD RD, 2,
1,DIGAETANO TER, 1,
1,VESEY ST, 4,
1,OTTER ROCK DR, 1,
1,WADE DR, 1,
1,VIRGINIA RD, 1,
1,HEAD OF POND RD, 1,
1,Club Drive, 1,
1,MIDDLE NECK RD, 3,
1,WILLOUGHBY ST, 1,
1,Heights Road, 1,
1,251 ST, 2,
1,GRIFFEN AVE, 1,
1,CHURCHILL RD, 1,
1,BALDWIN RD, 1,
1,PLEASANTVIEW ST, 1,
1,E 96 St, 3,
1,DIVISION ST, 3,
1,WHISKEY RD, 1,
1,238 ST, 1,
1,BROWNSTONE WAY, 2,
1,SCENIC LAKE DR, 1,
1,WHISPERING FIELDS CT, 1,
1,CONOVER AVE, 1,
1,HAVEMEYER ST, 6,
1,W 165 ST, 5,
1,CITY PL, 1,
1,E 96 ST, 63,
1,OGDEN RD, 2,
1,AVON RD, 3,
1,Gramatan Ave., 1,
1,GREEN ACRES DR, 1,
1,Barry Place, 2,
1,25 DR, 2,
1,E 9TH ST, 1,
1,OLCOTT ST, 2,
1,SULLIVAN ST, 51,
1,E 84 St, 7,
1,ROWAYTON AVE, 1,
1,SAINT ANDREWS PL, 1,
1,STEPHEN DR, 1,
1,COLUMBUS PLACE, 15,
1,CHERRY TREE LN, 1,
1,DELLWOOD AVE, 5,
1,DRY HARBOR RD, 1,
1,ADELPHI ST, 10,
1,WILLOUGHBY RD, 1,
1,HORATIO ST, 86,
1,BORDEN TER, 1,
1,CROSSHILL RD, 1,
1,DEERING LN, 1,
1,VAN DER DONCK ST, 8,
1,AVON PL, 4,
1,ELVIRA CT, 6,
1,EDGEWOOD RD, 2,
1,E LINDEN AVE, 3,
1,CHAPEL ST, 2,
1,FORT GREENE PL, 1,
1,LOCH LN, 1,
1,E 123 St, 1,
1,114 ST, 1,
1,DELAWARE AVE, 4,
1,S 8 ST, 1,
1,UNION ST, 14,
1,E 72 St, 16,
1,WINTHROP ST, 1,
1,DEEP DALE DR, 1,
1,MUTTONTOWN EASTWOODS, 1,
1,VETERANS MEMORIAL DR, 3,
1,Washington Boulevard, 2,
1,W 153 ST, 2,
1,HUGHES AVE, 2,
1,DEKALB AVE, 11,
1,sterling drive, 1,
1,Bennett AVE, 1,
1,CLAREWILL AVE, 1,
1,BRAXMAR LN, 1,
1,LEHIGH STREET, 1,
1,Daytona St, 1,
1,Shaler Ave, 1,
1,FERN AVE, 1,
1,Layne Way, 1,
1,HAVEMEYER LN, 1,
1,N FULLERTON AVE, 2,
1,W ALLEN ST, 1,
1,Cherry Valley Avenue, 1,
1,WOOLEYS LN, 1,
1,ARDSLEY ST, 1,
1,COLUMBUS CIR, 1,
1,TOMPKINS RD, 1,
1,WASHINGTON PL, 23,
1,E 60 St, 6,
1,CANNON ST, 1,
1,BOUCK AVE, 1,
1,66TH ST, 2,
1,E 84 ST, 113,
1,114 Pl, 1,
1,OVERLOOK AVE, 2,
1,BATES RD, 1,
1,MONTROSE AVE, 1,
1,Turning Mill Lane, 1,
1,DOWNES AVE, 1,
1,WASHINGTON ST, 147,
1,VALENTINE AVE, 3,
1,SHAW PL, 1,
1,CLEARWATER AVE, 1,
1,263 ST, 1,
1,SAINT ANDREWS LN, 1,
1,29 AVE, 2,
1,E 111 ST, 8,
1,MAIN AVE, 4,
1,Kitchell, 1,
